,workclass,education,age
1003, Local-gov, Bachelors,23
1004, Private, HS-grad,31
1005, Private, Bachelors,58
1006, Private, HS-grad,66
1007, Self-emp-inc, HS-grad,39
1008, Self-emp-not-inc, HS-grad,54
1009, Private, Some-college,26
1010, Private, HS-grad,51
1011, Private, Assoc-voc,34
1012, Private, HS-grad,50
1013, Private, Some-college,42
1014, Private, Masters,38
1015, Private, 7th-8th,48
1016, Private, Assoc-voc,33
1017, Private, HS-grad,51
1018, Private, HS-grad,22
1019, ?, HS-grad,19
1020, Private, Some-college,41
1021, Local-gov, Masters,48
1022, Private, HS-grad,42
1023, Private, Some-college,34
1024, Private, HS-grad,23
1025, Private, HS-grad,56
1026, Private, Bachelors,30
1027, Private, HS-grad,45
1028, Private, 10th,48
1029, Self-emp-inc, Masters,48
1030, Private, Assoc-voc,31
1031, State-gov, Assoc-acdm,20
1032, Private, Some-college,27
1033, Private, HS-grad,32
1034, ?, 7th-8th,76
1035, ?, HS-grad,19
1036, Self-emp-inc, 9th,66
1037, Private, HS-grad,37
1038, Private, HS-grad,34
1039, ?, 11th,34
1040, Private, HS-grad,90
1041, Private, Some-college,23
1042, Private, Some-college,43
1043, Private, Bachelors,44
1044, Private, Some-college,24
1045, Private, Prof-school,28
1046, ?, Assoc-acdm,64
1047, Private, Some-college,23
1048, Private, Some-college,20
1049, Private, Bachelors,36
1050, Private, HS-grad,61
1051, Self-emp-not-inc, Bachelors,53
1052, Private, Bachelors,30
1053, Self-emp-not-inc, Some-college,52
1054, Private, Some-college,38
1055, Private, Bachelors,32
1056, Self-emp-not-inc, 12th,30
1057, Private, Assoc-voc,41
1058, Local-gov, Masters,49
1059, Private, HS-grad,45
1060, Self-emp-not-inc, HS-grad,43
1061, Private, HS-grad,61
1062, Private, HS-grad,54
1063, Private, Assoc-acdm,34
1064, Private, Some-college,49
1065, Private, Some-college,38
1066, Private, Prof-school,35
1067, Private, 12th,36
1068, Private, Bachelors,30
1069, Private, Assoc-acdm,36
1070, Local-gov, Bachelors,22
1071, Private, HS-grad,38
1072, Private, HS-grad,37
1073, State-gov, Doctorate,48
1074, Private, 11th,17
1075, Self-emp-not-inc, Some-college,19
1076, Private, Bachelors,27
1077, Private, Bachelors,22
1078, Private, HS-grad,49
1079, State-gov, Assoc-voc,43
1080, Private, Bachelors,43
1081, Local-gov, HS-grad,19
1082, Self-emp-not-inc, HS-grad,58
1083, Local-gov, Some-college,41
1084, Private, Some-college,31
1085, Private, Assoc-voc,30
1086, Private, HS-grad,32
1087, Private, Bachelors,29
1088, Private, Some-college,42
1089, Private, HS-grad,38
1090, Federal-gov, Assoc-acdm,41
1091, Self-emp-not-inc, Bachelors,44
1092, Private, Doctorate,31
1093, Private, HS-grad,34
1094, Private, Some-college,21
1095, Self-emp-not-inc, Bachelors,22
1096, Private, 10th,62
1097, ?, HS-grad,19
1098, Self-emp-inc, HS-grad,29
1099, Private, Some-college,43
1100, ?, 7th-8th,68
1101, Self-emp-inc, Bachelors,45
1102, Self-emp-inc, 9th,39
1103, Private, Bachelors,41
1104, Self-emp-not-inc, Assoc-acdm,34
1105, Local-gov, HS-grad,34
1106, Private, Bachelors,31
1107, Private, HS-grad,29
1108, Private, Bachelors,41
1109, Private, Assoc-voc,41
1110, Self-emp-inc, Masters,35
1111, Private, Bachelors,33
1112, State-gov, Bachelors,37
1113, Private, HS-grad,69
1114, Private, HS-grad,34
1115, Self-emp-inc, Assoc-voc,60
1116, Private, Some-college,36
1117, Private, HS-grad,41
1118, Local-gov, Bachelors,58
1119, Private, Bachelors,53
1120, Private, Some-college,29
1121, Federal-gov, HS-grad,45
1122, State-gov, Some-college,34
1123, Private, Bachelors,36
1124, Private, Some-college,48
1125, Private, Assoc-voc,20
1126, Private, HS-grad,35
1127, Federal-gov, HS-grad,63
1128, Self-emp-not-inc, Some-college,41
1129, Private, Bachelors,28
1130, Private, Some-college,30
1131, ?, HS-grad,34
1132, Private, HS-grad,31
1133, Private, Assoc-voc,37
1134, ?, Some-college,42
1135, Private, Some-college,31
1136, Self-emp-not-inc, Masters,46
1137, Federal-gov, HS-grad,35
1138, Private, HS-grad,27
1139, Private, 1st-4th,41
1140, Private, Some-college,19
1141, Private, Some-college,20
1142, Federal-gov, HS-grad,59
1143, Private, Bachelors,40
1144, Self-emp-not-inc, Some-college,56
1145, Private, Masters,33
1146, Self-emp-inc, Some-college,30
1147, Private, HS-grad,46
1148, Self-emp-inc, HS-grad,61
1149, Self-emp-inc, HS-grad,50
1150, Private, HS-grad,25
1151, Private, Some-college,40
1152, ?, Some-college,24
1153, Private, HS-grad,51
1154, State-gov, HS-grad,43
1155, Private, Some-college,34
1156, Private, HS-grad,46
1157, State-gov, Masters,28
1158, Private, Bachelors,26
1159, Private, HS-grad,20
1160, Private, Assoc-voc,44
1161, Private, HS-grad,51
1162, Private, Bachelors,33
1163, Private, Assoc-acdm,54
1164, Private, Bachelors,50
1165, Private, HS-grad,33
1166, Private, Bachelors,65
1167, ?, Some-college,22
1168, Self-emp-not-inc, Prof-school,88
1169, Private, HS-grad,40
1170, Private, HS-grad,51
1171, Private, 11th,50
1172, Private, Masters,25
1173, Private, Assoc-voc,20
1174, Private, HS-grad,47
1175, ?, Some-college,58
1176, Private, Assoc-voc,22
1177, State-gov, HS-grad,50
1178, Private, HS-grad,47
1179, Local-gov, 11th,24
1180, ?, HS-grad,50
1181, Private, Bachelors,40
1182, Private, Bachelors,36
1183, Private, HS-grad,32
1184, Private, HS-grad,44
1185, ?, Masters,51
1186, Federal-gov, Some-college,59
1187, Private, HS-grad,65
1188, State-gov, Bachelors,24
1189, Local-gov, Bachelors,27
1190, Private, Assoc-voc,51
1191, Private, Some-college,48
1192, Private, HS-grad,39
1193, Private, Bachelors,28
1194, Private, Some-college,19
1195, Local-gov, Bachelors,49
1196, Local-gov, Assoc-acdm,51
1197, Private, Masters,59
1198, Private, HS-grad,18
1199, Private, HS-grad,50
1200, Federal-gov, HS-grad,45
1201, Local-gov, Bachelors,30
1202, Private, Bachelors,37
1203, Private, Bachelors,44
1204, Private, Some-college,33
1205, Self-emp-inc, Masters,61
1206, Local-gov, HS-grad,61
1207, Private, Bachelors,38
1208, ?, Some-college,22
1209, Private, HS-grad,36
1210, Self-emp-inc, Some-college,44
1211, Private, Some-college,37
1212, Private, Some-college,31
1213, Private, Doctorate,54
1214, Private, Some-college,20
1215, ?, Bachelors,63
1216, Self-emp-not-inc, Some-college,48
1217, ?, HS-grad,33
1218, Private, Bachelors,31
1219, Private, Prof-school,38
1220, Self-emp-not-inc, HS-grad,45
1221, Private, HS-grad,48
1222, Private, Some-college,53
1223, Private, HS-grad,55
1224, Private, Masters,38
1225, Private, HS-grad,29
1226, Private, Bachelors,36
1227, Self-emp-not-inc, Some-college,42
1228, Private, HS-grad,50
1229, Self-emp-not-inc, Prof-school,75
1230, Private, Bachelors,46
1231, Federal-gov, HS-grad,52
1232, Private, Bachelors,27
1233, Private, HS-grad,43
1234, Private, 11th,31
1235, Private, Some-college,23
1236, Private, HS-grad,34
1237, Self-emp-not-inc, HS-grad,41
1238, Private, HS-grad,31
1239, Private, Some-college,42
1240, Private, Masters,35
1241, Private, HS-grad,55
1242, State-gov, HS-grad,36
1243, Self-emp-not-inc, HS-grad,65
1244, Local-gov, Some-college,38
1245, Private, Some-college,62
1246, Self-emp-inc, Prof-school,54
1247, Private, HS-grad,49
1248, Private, HS-grad,34
1249, Private, HS-grad,32
1250, Self-emp-inc, Masters,51
1251, Self-emp-not-inc, Some-college,48
1252, Private, HS-grad,30
1253, Federal-gov, HS-grad,52
1254, Self-emp-not-inc, Some-college,28
1255, Private, HS-grad,29
1256, Private, Bachelors,38
1257, Private, HS-grad,57
1258, Federal-gov, Bachelors,43
1259, State-gov, Some-college,37
1260, Private, HS-grad,30
1261, Private, HS-grad,53
1262, ?, Assoc-voc,69
1263, Private, HS-grad,73
1264, Self-emp-inc, Some-college,22
1265, Private, HS-grad,31
1266, Private, Bachelors,38
1267, Self-emp-not-inc, Some-college,50
1268, Private, Some-college,37
1269, Local-gov, Bachelors,44
1270, Private, Bachelors,47
1271, Private, Some-college,27
1272, Private, Assoc-acdm,28
1273, Private, HS-grad,25
1274, Private, Some-college,20
1275, Local-gov, Bachelors,51
1276, Private, Bachelors,46
1277, Private, Bachelors,67
1278, Private, HS-grad,47
1279, Private, HS-grad,42
1280, Private, HS-grad,52
1281, Federal-gov, Assoc-acdm,42
1282, ?, HS-grad,65
1283, Private, Some-college,21
1284, Private, HS-grad,50
1285, Private, Some-college,46
1286, Self-emp-not-inc, Bachelors,47
1287, Private, 10th,57
1288, Private, Bachelors,37
1289, Private, HS-grad,50
1290, ?, 12th,58
1291, Self-emp-not-inc, 1st-4th,63
1292, Private, HS-grad,39
1293, Private, Masters,46
1294, Private, HS-grad,36
1295, Private, 5th-6th,26
1296, Private, Some-college,21
1297, Private, Assoc-acdm,41
1298, Local-gov, Some-college,44
1299, Private, HS-grad,22
1300, Federal-gov, Some-college,29
1301, Private, HS-grad,29
1302, Self-emp-inc, Some-college,58
1303, Self-emp-not-inc, Prof-school,36
1304, Private, Assoc-voc,30
1305, Private, Bachelors,37
1306, Private, Assoc-voc,29
1307, Private, 5th-6th,26
1308, Private, HS-grad,43
1309, Private, HS-grad,49
1310, Federal-gov, Bachelors,45
1311, Private, Bachelors,28
1312, ?, Some-college,20
1313, Private, HS-grad,51
1314, Private, Some-college,32
1315, Private, HS-grad,24
1316, Private, Doctorate,35
1317, ?, Assoc-acdm,35
1318, State-gov, Bachelors,41
1319, Private, Bachelors,48
1320, Local-gov, HS-grad,61
1321, Private, Some-college,20
1322, Private, HS-grad,27
1323, Private, Some-college,55
1324, Private, HS-grad,39
1325, ?, 10th,17
1326, Private, HS-grad,47
1327, Private, HS-grad,52
1328, Private, HS-grad,24
1329, Private, 11th,29
1330, Private, HS-grad,25
1331, Private, Some-college,20
1332, Private, HS-grad,23
1333, Private, Prof-school,57
1334, Private, Assoc-voc,51
1335, Private, Some-college,33
1336, Private, Bachelors,39
1337, Private, HS-grad,40
1338, Private, Bachelors,71
1339, State-gov, Some-college,38
1340, State-gov, Prof-school,28
1341, Private, Masters,57
1342, Private, Some-college,47
1343, State-gov, HS-grad,59
1344, Private, HS-grad,26
1345, Private, Bachelors,35
1346, Self-emp-inc, Bachelors,61
1347, ?, 11th,17
1348, Private, Bachelors,36
1349, ?, 7th-8th,62
1350, Private, Some-college,34
1351, Self-emp-inc, Bachelors,32
1352, Private, HS-grad,42
1353, Private, Some-college,39
1354, Private, 5th-6th,58
1355, Self-emp-not-inc, HS-grad,61
1356, Private, 10th,40
1357, Private, Bachelors,31
1358, Private, HS-grad,36
1359, Private, Some-college,23
1360, Private, HS-grad,33
1361, Private, HS-grad,52
1362, Private, HS-grad,22
1363, Private, Some-college,51
1364, Federal-gov, Assoc-voc,31
1365, Self-emp-inc, HS-grad,49
1366, Private, HS-grad,49
1367, Federal-gov, Some-college,53
1368, Private, HS-grad,52
1369, Private, 10th,20
1370, Private, Assoc-acdm,26
1371, ?, HS-grad,61
1372, Private, Masters,43
1373, Self-emp-inc, Bachelors,46
1374, Local-gov, Assoc-voc,43
1375, Private, HS-grad,41
1376, Self-emp-not-inc, HS-grad,44
1377, Private, HS-grad,54
1378, Private, Masters,65
1379, Private, Bachelors,32
1380, Private, Some-college,25
1381, Private, Bachelors,23
1382, Local-gov, Bachelors,25
1383, Private, Some-college,19
1384, Self-emp-not-inc, HS-grad,37
1385, Private, Some-college,45
1386, Private, HS-grad,37
1387, Self-emp-not-inc, Some-college,40
1388, ?, Some-college,19
1389, Private, 11th,17
1390, Private, Bachelors,27
1391, Local-gov, 7th-8th,40
1392, Private, HS-grad,59
1393, Federal-gov, HS-grad,19
1394, Private, 10th,43
1395, Private, 10th,42
1396, Private, HS-grad,54
1397, Self-emp-not-inc, Masters,54
1398, Private, 10th,51
1399, Private, HS-grad,50
1400, Private, HS-grad,40
1401, Private, Assoc-acdm,55
1402, Private, HS-grad,50
1403, Private, HS-grad,31
1404, ?, HS-grad,42
1405, Private, HS-grad,24
1406, Private, 11th,30
1407, Local-gov, Assoc-acdm,39
1408, Private, HS-grad,37
1409, Private, HS-grad,33
1410, Private, HS-grad,48
1411, Self-emp-inc, HS-grad,43
1412, Private, Bachelors,39
1413, Private, Some-college,53
1414, Self-emp-not-inc, 10th,52
1415, State-gov, Some-college,28
1416, Private, HS-grad,32
1417, Private, Bachelors,31
1418, Private, Bachelors,31
1419, Private, Some-college,47
1420, ?, Some-college,19
1421, Private, Assoc-voc,40
1422, Private, Assoc-acdm,40
1423, Private, 11th,41
1424, Federal-gov, HS-grad,53
1425, Private, 11th,46
1426, Self-emp-inc, Bachelors,45
1427, Private, 9th,39
1428, Private, HS-grad,19
1429, Private, HS-grad,57
1430, Private, Assoc-voc,49
1431, Private, HS-grad,59
1432, Private, Assoc-voc,32
1433, ?, Some-college,18
1434, State-gov, Some-college,35
1435, Self-emp-inc, 10th,58
1436, Private, Bachelors,28
1437, Federal-gov, Assoc-acdm,36
1438, Self-emp-not-inc, Masters,41
1439, Private, HS-grad,47
1440, Self-emp-inc, HS-grad,50
1441, ?, HS-grad,61
1442, Private, HS-grad,36
1443, Private, Assoc-voc,38
1444, Self-emp-not-inc, HS-grad,56
1445, Private, Assoc-voc,50
1446, Self-emp-not-inc, Some-college,45
1447, Self-emp-not-inc, HS-grad,44
1448, Private, Some-college,51
1449, Self-emp-inc, Some-college,44
1450, Private, HS-grad,25
1451, Private, 11th,60
1452, ?, 10th,17
1453, Self-emp-inc, Masters,49
1454, Private, HS-grad,46
1455, Private, HS-grad,56
1456, Private, HS-grad,25
1457, Private, Some-college,22
1458, ?, HS-grad,76
1459, Self-emp-inc, Prof-school,41
1460, Self-emp-inc, HS-grad,48
1461, Private, 10th,46
1462, Private, Some-college,30
1463, Private, HS-grad,39
1464, Private, 10th,40
1465, Federal-gov, HS-grad,70
1466, Private, Some-college,35
1467, Private, Masters,49
1468, Private, Assoc-voc,24
1469, Private, Assoc-acdm,40
1470, Private, Prof-school,61
1471, Private, Bachelors,25
1472, Local-gov, Bachelors,28
1473, State-gov, Masters,69
1474, Private, Some-college,22
1475, Private, HS-grad,47
1476, Private, HS-grad,38
1477, Private, Assoc-voc,26
1478, Private, 11th,17
1479, Self-emp-not-inc, Some-college,33
1480, Self-emp-not-inc, HS-grad,43
1481, Private, Assoc-voc,58
1482, Self-emp-inc, HS-grad,53
1483, Private, HS-grad,26
1484, Local-gov, Bachelors,43
1485, Private, 10th,31
1486, Private, HS-grad,30
1487, Private, HS-grad,25
1488, Federal-gov, HS-grad,57
1489, Private, Masters,37
1490, Private, Some-college,32
1491, Private, HS-grad,26
1492, Private, HS-grad,45
1493, State-gov, HS-grad,53
1494, Private, HS-grad,27
1495, Self-emp-inc, 11th,28
1496, Private, 11th,32
1497, Private, Bachelors,35
1498, Self-emp-not-inc, Some-college,36
1499, Private, Some-college,19
1500, Self-emp-inc, Bachelors,37
1501, Private, Some-college,49
1502, Private, Some-college,20
1503, Self-emp-inc, Bachelors,64
1504, ?, Masters,60
1505, Private, Assoc-acdm,32
1506, State-gov, HS-grad,58
1507, Private, HS-grad,42
1508, Private, Some-college,20
1509, State-gov, Some-college,42
1510, Private, Some-college,25
1511, Self-emp-not-inc, Assoc-voc,30
1512, Self-emp-inc, Bachelors,37
1513, Self-emp-not-inc, Assoc-voc,66
1514, Self-emp-inc, Bachelors,59
1515, Private, Bachelors,44
1516, Private, HS-grad,46
1517, Private, Bachelors,59
1518, Private, Bachelors,25
1519, Local-gov, 9th,17
1520, Local-gov, Bachelors,47
1521, State-gov, 9th,47
1522, Private, Some-college,30
1523, Private, Some-college,20
1524, Local-gov, Bachelors,26
1525, Private, Some-college,20
1526, Private, HS-grad,33
1527, Private, HS-grad,48
1528, Private, Bachelors,52
1529, Private, HS-grad,37
1530, Private, HS-grad,47
1531, Private, 10th,40
1532, Private, Masters,48
1533, Private, 10th,49
1534, Private, Some-college,50
1535, Private, Assoc-acdm,30
1536, Private, Some-college,34
1537, Private, HS-grad,43
1538, Private, 10th,22
1539, Private, HS-grad,35
1540, State-gov, HS-grad,26
1541, Private, Prof-school,62
1542, Local-gov, HS-grad,39
1543, Local-gov, Some-college,59
1544, ?, 5th-6th,69
1545, Private, Bachelors,27
1546, Private, 10th,17
1547, Private, Bachelors,38
1548, Private, Some-college,41
1549, Private, 10th,27
1550, Private, HS-grad,23
1551, Private, 10th,17
1552, Private, 7th-8th,56
1553, Private, Some-college,24
1554, Private, Doctorate,62
1555, Private, 12th,44
1556, Private, Bachelors,23
1557, Self-emp-not-inc, HS-grad,41
1558, Private, HS-grad,25
1559, Private, Some-college,21
1560, Private, 12th,18
1561, Private, Some-college,45
1562, ?, Bachelors,75
1563, Private, 7th-8th,51
1564, Federal-gov, HS-grad,42
1565, Private, Some-college,47
1566, Private, Some-college,29
1567, Private, 11th,33
1568, Local-gov, Bachelors,43
1569, ?, Some-college,20
1570, ?, Bachelors,19
1571, Private, Assoc-acdm,44
1572, Private, Some-college,24
1573, Private, Some-college,19
1574, ?, 10th,49
1575, Private, Assoc-voc,52
1576, Self-emp-not-inc, HS-grad,38
1577, State-gov, Some-college,24
1578, Local-gov, Bachelors,32
1579, ?, HS-grad,72
1580, Private, HS-grad,26
1581, Private, Bachelors,31
1582, Private, Bachelors,29
1583, Private, HS-grad,39
1584, Self-emp-not-inc, HS-grad,48
1585, Private, Some-college,40
1586, Private, Some-college,51
1587, Self-emp-not-inc, HS-grad,28
1588, Private, HS-grad,22
1589, Private, Bachelors,23
1590, Private, Some-college,65
1591, Local-gov, Bachelors,26
1592, ?, Some-college,20
1593, Private, Masters,55
1594, Self-emp-not-inc, Bachelors,38
1595, Private, HS-grad,33
1596, Local-gov, HS-grad,33
1597, Private, Bachelors,37
1598, Private, 11th,19
1599, Private, Bachelors,24
1600, Private, 11th,30
1601, State-gov, HS-grad,57
1602, State-gov, Some-college,22
1603, Private, HS-grad,57
1604, State-gov, HS-grad,46
1605, Private, HS-grad,67
1606, ?, HS-grad,35
1607, Private, HS-grad,47
1608, Private, 10th,39
1609, Private, Some-college,50
1610, Self-emp-not-inc, 12th,58
1611, Private, Assoc-acdm,36
1612, Private, Masters,45
1613, Private, HS-grad,54
1614, Private, Bachelors,26
1615, Private, HS-grad,60
1616, Private, Prof-school,46
1617, Private, Some-college,26
1618, Private, 11th,32
1619, Local-gov, HS-grad,38
1620, Self-emp-not-inc, Some-college,48
1621, Self-emp-not-inc, HS-grad,44
1622, Private, HS-grad,37
1623, Private, Some-college,44
1624, Private, HS-grad,31
1625, Self-emp-not-inc, Prof-school,61
1626, Private, HS-grad,51
1627, Private, Bachelors,52
1628, Private, HS-grad,45
